news,company,sentiment
"McDonald's and Starbucks have said they are opening hundreds of new restaurants in China, while retailers including Ralph Lauren are launching new stores. ",McDonald's,positive
"McDonald's and Starbucks have said they are opening hundreds of new restaurants in China, while retailers including Ralph Lauren are launching new stores. ",Starbucks,positive
"McDonald's and Starbucks have said they are opening hundreds of new restaurants in China, while retailers including Ralph Lauren are launching new stores. ",Ralph Lauren,positive
"Gelsinger's plan is to invest as much as hundreds of billions of dollars into new factories that would make semiconductors for other companies alongside Intel's own chips. Two years in, that contract-manufacturing operation, called a 'foundry' business, is bogged down with problems. Mobile-phone chip giant Qualcomm and carmaker Tesla have explored having Intel produce chips for them, then backed off, according to executives involved in the discussions. Elon Musk's Tesla passed because Intel couldn't provide extensive chip-design services that other major foundries offer, one of those people said. Qualcomm dialed back after technical missteps by Intel, according to some of those involved in the interaction. Gelsinger declined to comment on Intel's relationships with Qualcomm and Tesla. ",Intel,negative
"Gelsinger's plan is to invest as much as hundreds of billions of dollars into new factories that would make semiconductors for other companies alongside Intel's own chips. Two years in, that contractmanufacturing operation, called a 'foundry' business, is bogged down with problems. Mobile-phone chip giant Qualcomm and carmaker Tesla have explored having Intel produce chips for them, then backed off, according to executives involved in the discussions. Elon Musk's Tesla passed because Intel couldn't provide extensive chip-design services that other major foundries offer, one of those people said. Qualcomm dialed back after technical missteps by Intel, according to some of those involved in the interaction. Gelsinger declined to comment on Intel's relationships with Qualcomm and Tesla. ",Qualcomm,neutral
"Gelsinger's plan is to invest as much as hundreds of billions of dollars into new factories that would make semiconductors for other companies alongside Intel's own chips. Two years in, that contractmanufacturing operation, called a 'foundry' business, is bogged down with problems. Mobile-phone chip giant Qualcomm and carmaker Tesla have explored having Intel produce chips for them, then backed off, according to executives involved in the discussions. Elon Musk's Tesla passed because Intel couldn't provide extensive chip-design services that other major foundries offer, one of those people said. Qualcomm dialed back after technical missteps by Intel, according to some of those involved in the interaction. Gelsinger declined to comment on Intel's relationships with Qualcomm and Tesla. ",Tesla,neutral
"'Foundry is a service business,' Gelsinger said in an interview. 'That isn't the culture that Intel's had.' ",Intel,negative
"In the 2000s, Intel tried and failed to make inroads into producing chips for cellphones and high-end computer graphics. In recent years, TSMC and Samsung surpassed Intel in the high-stakes race to make chips with the smallest, fastest transistors. ",Intel,negative
Intel CEO Pat Gelsinger testifying at a Senate hearing in March 2022. ,Intel,neutral
"Gelsinger has said he is confident Intel can deliver on his pledge to achieve five advances in chip technology within four years, and that it will be making the most advanced processors in the world within the next couple of years. ",Intel,positive
"'There are a lot of challenges and a lot of execution risk, and it's going to take a long time to roll out that multiyear strategy,' said Andrew Boyd, a portfolio manager at Gibraltar Capital Management in Tulsa, Okla. He said his firm decided to liquidate nearly its entire position in Intel in January after roughly 15 years of having it as a core holding. ",Intel,negative
Gelsinger said he is bullish that Intel can become one of the world's two biggest contract chip makers. 'Is TSMC going to keep growing between now and the end of the decade?' he asked. 'Yes. Will Samsung grow? Yes. Will Intel grow? I hope a lot faster than either of those two.' ,Intel,positive
"Intel executives have set a goal of becoming No. 2 by 2030, after Taiwan's TSMC. Luring a few flagship customers could bring in between $20 billion and $25 billion in sales a year by the end of the decade, according to internal Intel estimates. ",Intel,positive
"To jump-start the contract chip-making business, Intel agreed last year to buy an Israeli foundry, Tower Semiconductor, in a deal valued at around $6 billion, although that deal faces problems in China. Intel earlier this year pushed back its expectation for the timing of the deal's closing, though it still expects it to go through. ",Intel,neutral
"Qualcomm, which designs chips and outsources manufacturing, wanted to work with Intel, and assigned a team of engineers to work toward making mobile-phone chips at Intel's factories. It was particularly interested in a cuttingedge chip-making technology that Intel hopes will be the ",Qualcomm,neutral
"Qualcomm, which designs chips and outsources manufacturing, wanted to work with Intel, and assigned a team of engineers to work toward making mobile-phone chips at Intel's factories. It was particularly interested in a cuttingedge chip-making technology that Intel hopes will be the ",Intel,positive
"Intel's foundry arm sent a delegation to Qualcomm's San Diego headquarters, where they met with CEO Cristiano Amon. Then Intel missed a June performance milestone toward producing those chips commercially. It missed another in December. ",Intel,negative
"Intel's foundry arm sent a delegation to Qualcomm's San Diego headquarters, where they met with CEO Cristiano Amon. Then Intel missed a June performance milestone toward producing those chips commercially. It missed another in December. ",Qualcomm,neutral
"Qualcomm executives concluded Intel would struggle making the kind of cellphone chips they wanted, even if it succeeded in making high-performance processors. Qualcomm told Intel it was pausing work while it waits for Intel to show progress, according to people involved in the discussions. ",Qualcomm,neutral
"Qualcomm executives concluded Intel would struggle making the kind of cellphone chips they wanted, even if it succeeded in making high-performance processors. Qualcomm told Intel it was pausing work while it waits for Intel to show progress, according to people involved in the discussions. ",Intel,negative
"Tesla in late 2021 began considering Intel for making chips to process data and images that help cars drive autonomously. Tesla has long been a customer of Samsung's foundry business, and also has begun using TSMC. Tesla designs the chips, but needs foundries to help get them ",Tesla,neutral
"Tesla in late 2021 began considering Intel for making chips to process data and images that help cars drive autonomously. Tesla has long been a customer of Samsung's foundry business, and also has begun using TSMC. Tesla designs the chips, but needs foundries to help get them ",Intel,positive
"Gelsinger grew up in a small farming community in southeastern Pennsylvania, tinkering with televisions and radio and attending a nearby technical school. At 18, he moved to California to work for Intel. He worked his way up Intel's chip-design ranks, becoming the company's first chief technology officer in 2001. He was ousted later that decade amid the failure of a computer-graphics chip project. He eventually landed at datacenter-software company VMware, where he was CEO for eight years. ",Intel,negative
"He returned to Intel in February 2021 knowing a turnaround wouldn't be easy. His plan included vastly expanding Intel's factories and creating a foundry business to boost orders. Before taking the CEO job, he spoke to each board member via Zoom about his plan. They voiced their support. ",Intel,neutral
"He returned to Intel in February 2021 knowing a turnaround wouldn't be easy. His plan included vastly expanding Intel's factories and creating a foundry business to boost orders. Before taking the CEO job, he spoke to each board member via Zoom about his plan. They voiced their support. ",Zoom,neutral
"On April 27, Intel posted the worst quarterly loss in its history, and it has projected another loss in the current quarter. It cut its dividend, began a new round of cost-cutting that could include layoffs, trimmed executive pay and is aiming to slash up to $10 billion in annual costs by 2025. ",Intel,negative
"Intel's stock is down about 30% since Gelsinger was named CEO, underperforming the PHLX Semiconductor index, which has advanced about 10%. TSMC's market value is more than four times Intel's, and Nvidia's is about eight times. ",Intel,negative
"Intel's stock is down about 30% since Gelsinger was named CEO, underperforming the PHLX Semiconductor index, which has advanced about 10%. TSMC's market value is more than four times Intel's, and Nvidia's is about eight times. ",Nvidia,neutral
"Intel has yet to sign any of the world's largest foundry customers, such as Apple, Nvidia and Qualcomm, although Nvidia is testing having Intel make its chips as part of a government-funded program. Many potential customers have supply agreements with TSMC and Samsung and are wary of working with an unproven foundry, officials industry said. ",Intel,neutral
"Intel has yet to sign any of the world's largest foundry customers, such as Apple, Nvidia and Qualcomm, although Nvidia is testing having Intel make its chips as part of a government-funded program. Many potential customers have supply agreements with TSMC and Samsung and are wary of working with an unproven foundry, officials industry said. ",Apple,neutral
"Intel has yet to sign any of the world's largest foundry customers, such as Apple, Nvidia and Qualcomm, although Nvidia is testing having Intel make its chips as part of a government-funded program. Many potential customers have supply agreements with TSMC and Samsung and are wary of working with an unproven foundry, officials industry said. ",Nvidia,neutral
"Intel has yet to sign any of the world's largest foundry customers, such as Apple, Nvidia and Qualcomm, although Nvidia is testing having Intel make its chips as part of a government-funded program. Many potential customers have supply agreements with TSMC and Samsung and are wary of working with an unproven foundry, officials industry said. ",Qualcomm,neutral
"Intel reported $895 million in revenue for the foundry business, less than 2% of its total sales. ",Intel,neutral
"Afterward, President Biden visited a site in Licking County, Ohio, where Intel is building what could become one of the world's biggest chip-manufacturing facilities. Intel also is building a new plant in Arizona and has plans to build in Germany and other locations around the world, costing potentially hundreds of billions of dollars if fully built out. ",Intel,positive
"Gelsinger's growth plan is rooted in the expectation that chip demand will come roaring back. When Intel disclosed quarterly results in late April, he predicted the rebound would start before year-end. ",Intel,positive
"While he acknowledges that some of the chip plants Intel is building now have no committed customers other than Intel itself, that's a gamble he's ready to take. ",Intel,negative
"Intel agreed last year to buy Israeli chip maker Tower Semiconductor. Technicians at that company, above, test a semiconductor wafer. President Biden spoke with Gelsinger, right, last year during a visit to the site of an Intel plant now under construction in Ohio. ",Intel,neutral
"'It definitely does seem cooler and more relevant than Lululemon,' Andjelic observed. ",Lululemon,negative
"the Emiratis were frustrated by the lack of an American response to Iran's seizure of tankers on April 27 and May 3. One tanker was carrying a shipment of Kuwaiti crude oil to Houston for Chevron, while the second was transiting from the Emirati port cities of Dubai to Fujairah. ",Chevron,negative
Goldman Sachs Girds for Layoffs ,Goldman,negative
"Goldman Sachs is preparing for more layoffs, according to people familiar with the matter, in the latest sign of continued fallout from a deal",Goldman,negative
"The layoffs would mark a third round of job cuts at Goldman in less than a year. Goldman cut a few hundred employees in September as part of normal management of staffing levels and then eliminated roughly 3,200 positions, or about 6% of employees, in January. The bank had about 45,000 employees in the first quarter. The new cuts are largely the result of a deal-making environment that is in the doldrums. ",Goldman,negative
"Senior executives at Goldman and other investment banks expected an investment-banking rebound to occur during the first half of the year, but that failed to materialize. The recent crisis among some regional banks, the Federal Reserve's campaign to tamp down inflation via interestrate increases, and recession fears have threatened to extend that slowdown. ",Goldman,negative
"lenging for Goldman's powerhouse businesses, investment banking and trading, where revenue was down. Investment bankers at Goldman took in $1.58 billion in fees in the first quarter, 26% lower than a year ago. ",Goldman,negative
"Efforts to turn both books into screenplays won't resume until the strike ends, Ferris was recently told by his lawyer. The entertainment companies that bought the TV rights to each book have extended the option period by the length of the strike-with no extra compensation for Ferris. Authors whose books are being adapted into movies and TV shows are the latest to be affected by the strike, which is taking a toll on projects at every stage of development. Studios from Amazon to Netflix and Warner Bros. have notified authors and their agents in recent weeks that they are invoking force-majeure rights included in their contracts. ",Amazon,negative
"Efforts to turn both books into screenplays won't resume until the strike ends, Ferris was recently told by his lawyer. The entertainment companies that bought the TV rights to each book have extended the option period by the length of the strike-with no extra compensation for Ferris. Authors whose books are being adapted into movies and TV shows are the latest to be affected by the strike, which is taking a toll on projects at every stage of development. Studios from Amazon to Netflix and Warner Bros. have notified authors and their agents in recent weeks that they are invoking force-majeure rights included in their contracts. ",Netflix,negative
"Efforts to turn both books into screenplays won't resume until the strike ends, Ferris was recently told by his lawyer. The entertainment companies that bought the TV rights to each book have extended the option period by the length of the strike-with no extra compensation for Ferris. Authors whose books are being adapted into movies and TV shows are the latest to be affected by the strike, which is taking a toll on projects at every stage of development. Studios from Amazon to Netflix and Warner Bros. have notified authors and their agents in recent weeks that they are invoking force-majeure rights included in their contracts. ",Warner Bros,negative
Judge Hits Boeing in 737 MAX Crash Suit ,Boeing,negative
A federal judge ruled that relatives of people who died in a 2019 Boeing 737 MAX crash can seek compensation for the victims' pain and suffering before the plane slammed into the ground in Ethiopia. ,Boeing,negative
The order issued late Tuesday by U.S. District Judge Jorge Alonso in the Northern District of Illinois is a setback for Boeing ahead of possible trials to determine how much the plane maker should pay victims' families. ,Boeing,negative
Boeing in 2021 admitted responsibility for the crash in a deal with plaintiffs' attorneys to take potential punitive damages off the table in the lawsuits. Punitive damages are amounts of money defendants must pay as punishments. Potential trials in unresolved cases would determine compensatory damages. ,Boeing,negative
"After graduating from Massachusetts Institute of Technology in 2015 with a degree in economics, Billy Evans returned to the West Coast. When Evans met Holmes in 2017, he was a manager of special projects at Luminar Technologies. Holmes had previously been in a longtime relationship with Ramesh 'Sunny' Balwani, her chief operating officer at Theranos. ",Luminar,neutral
"Relations between the U.S. and China have been frayed by competition over advanced technologies further soured after the U.S. shot down a Chinese balloon in February. Businesses of both countries have been caught in the middle, with the latest incident coming this month when China blacklisted U.S. memory-chip maker Micron Technology. ",Micron,negative
"The Micron ban fueled hawkish sentiment toward China in Congress, and was widely seen as a response to a tough new web of export controls placed by the Biden administration last year on the export of advanced semiconductors and semiconductormaking gear to China. ",Micron,negative
"Warner Bros. Discovery, which owns HBO, said more than 2.9 million people watched the finale on TV and its streaming app Max. It was the highest-rated episode since 'Succession' made its debut in 2018, the company said. The viewership data is from Nielsen as well as HBO. ",Warner Bros,positive
The end of 'Succession' coincides with Warner Bros. Discovery's reimagining of what the HBO brand means for the company. It recently relaunched ,Warner Bros,neutral
"Warner Bros. Discovery earlier this year said it is making a new TV series based on J.K. Rowling's 'Harry Potter' books. Recent Netflix hits include 'Queen Bridgerton A Charlotte: Story,' a spinoff of the popular show Shonda Rhimes made based on Julia Quinn's romance novels, and 'XO, Kitty,' a spinoff of the series 'To All the Boys I've Loved Before' based on Jenny Han's young-adult novels. ",Warner Bros,positive
"Warner Bros. Discovery earlier this year said it is making a new TV series based on J.K. Rowling's 'Harry Potter' books. Recent Netflix hits include 'Queen Bridgerton A Charlotte: Story,' a spinoff of the popular show Shonda Rhimes made based on Julia Quinn's romance novels, and 'XO, Kitty,' a spinoff of the series 'To All the Boys I've Loved Before' based on Jenny Han's young-adult novels. ",Netflix,positive
"firm Blackstone also recently sold a 49% stake in One Liberty Plaza valuing the tower at $1 billion, down from the $1.5 billion valuation when Blackstone bought the stake in 2017, according to people familiar with the matter. ",Blackstone,negative
Disney's Canceled Orlando Campus Deals Blow to Neighboring Projects ,Disney,negative
"Walt Disney's decision to scrap a proposed $900 million office park in Orlando, Fla., creates a 60-acre hole inside an 11,000-acre master-planned community, clouding the near-term future of many other real-estate projects already under way there. ",Disney,negative
"Continued from page B1 Stanley is cutting roughly 3,000 employees this quarter, according to people familiar with the matter. Bank of America said on its last earnings call that it planned to cut roughly 4,000 positions, or roughly 2% of its workforce, by the end of June. ",Bank of America,negative
"Amid the lull in deal making, nearly every division at Goldman has been cutting expenses this year, including on travel ",Goldman,negative
"At Goldman's investor day in February, President and Chief Operating Officer John Waldron said the bank was 'determined to unlock' $1 billion from both compensation and non-compensation expenses that it could reinvest back into its core businesses. Finance chief Denis Coleman also said that Goldman would pull back on replacing every employee who left the firm and would instead focus on refilling critical positions and pursuing strategic hires. ",Goldman,neutral
"Nvidia, the chip maker at the heart of the artificial-intelligence boom, was among the day's big gainers, rising 3%. At one point, Nvidia's shares traded high enough to give the firm a $1 trillion market capitalization, the first semiconductor company to achieve that rare valuation. ",Nvidia,positive
"Rival chip makers Intel and Qualcomm increased 3.4% and 5.1%, respectively. Netflix and Tesla, two of the other big technology stocks that have dominated the market in recent years, each added more than 3%. ",Intel,positive
"Rival chip makers Intel and Qualcomm increased 3.4% and 5.1%, respectively. Netflix and Tesla, two of the other big technology stocks that have dominated the market in recent years, each added more than 3%. ",Qualcomm,positive
"Rival chip makers Intel and Qualcomm increased 3.4% and 5.1%, respectively. Netflix and Tesla, two of the other big technology stocks that have dominated the market in recent years, each added more than 3%. ",Netflix,positive
"Rival chip makers Intel and Qualcomm increased 3.4% and 5.1%, respectively. Netflix and Tesla, two of the other big technology stocks that have dominated the market in recent years, each added more than 3%. ",Tesla,positive
A scene from Netflix's 'Selling Sunset.' Shares of the streaming service rose 3.7% on Tuesday. ,Netflix,positive
"Shares of EQT, the largest U.S. gas driller, dropped 2.8% while oil producers APA and Devon each declined 3.5%. ",EQT,negative
"Shares of EQT, the largest U.S. gas driller, dropped 2.8% while oil producers APA and Devon each declined 3.5%. ",APA,negative
"Shares of EQT, the largest U.S. gas driller, dropped 2.8% while oil producers APA and Devon each declined 3.5%. ",Devon,negative
Laggards also included Target and Bud Light brewer An,Target,negative
Judge Hits Boeing in MAX Case ,Boeing,negative
"He said that Boeing hadn't demonstrated that Illinois law bars plaintiffs from recovering damages related to victims' pain and suffering, as well as emotional distress. ",Boeing,negative
A Boeing spokesman didn't have a comment late Tuesday. At stake are potentially millions of dollars per plaintiff whose claims remain unre,Boeing,negative
"In a January securities filing, Boeing said it couldn't estimate financial potential losses, if any, related to remaining pending 737 MAX lawsuits filed by families against the company. ",Boeing,negative
"'We look forward to upcoming trials to present this evidence to a jury and ensure Boeing is held fully accountable,' he said. ",Boeing,negative
"The IPO will be an interesting test for investors who seek sustainability but also want a compelling growth story. Environmentally friendly resale platforms such as ThredUp and The RealReal made their debuts on the public markets to great fanfare, but their appeal among shoppers and investors has proven transitory: Growth has slowed on their platforms, and their market valuations are only a shadow of what they were at the time of their IPOs. Allbirds, a footwear brand that boasts environmentally friendly practices, has seen its popularity fizzle, too. ",ThredUp,negative
"The IPO will be an interesting test for investors who seek sustainability but also want a compelling growth story. Environmentally friendly resale platforms such as ThredUp and The RealReal made their debuts on the public markets to great fanfare, but their appeal among shoppers and investors has proven transitory: Growth has slowed on their platforms, and their market valuations are only a shadow of what they were at the time of their IPOs. Allbirds, a footwear brand that boasts environmentally friendly practices, has seen its popularity fizzle, too. ",RealReal,negative
"The IPO will be an interesting test for investors who seek sustainability but also want a compelling growth story. Environmentally friendly resale platforms such as ThredUp and The RealReal made their debuts on the public markets to great fanfare, but their appeal among shoppers and investors has proven transitory: Growth has slowed on their platforms, and their market valuations are only a shadow of what they were at the time of their IPOs. Allbirds, a footwear brand that boasts environmentally friendly practices, has seen its popularity fizzle, too. ",Allbirds,negative
Kohl's Becomes Latest Casualty in the Culture Wars ,Kohl's,negative
Kohl's stock fell 5.1% on Tues,Kohl's,negative
"similar controversy at Target, where social-media users criticized the retailer's assortment of Pride Month products, including a transgender-friendly swimsuit. Videos ",Target,negative
"said it would remove some items at all of its stores, noting that the outrage caused some of its employees to feel unsafe. That then prompted criticism from LGBTQ advocacy groups. Target shares are down nearly 17% since the retailer's stronger-than-expected earnings results on May 17. ",Target,negative
Franklin Resources agreed to buy rival money manager Putnam Investments from Putnam's Canadian owner for as much as $1.3 billion in stock and cash. B1 ,Franklin,neutral
Exxon and Chevron shareholders struck down a raft of proposed climate initiatives at the companies' respective annual meetings. B1 ,Exxon,positive
Exxon and Chevron shareholders struck down a raft of proposed climate initiatives at the companies' respective annual meetings. B1 ,Chevron,positive
Meta Platforms asked a federal court to block the FTC's attempt to impose new sanctions on the company for alleged privacy violations. B4 ,Meta,negative
Amazon agreed to settle claims that it improperly retained children's Alexa voice recordings and allowed employees of its Ring unit to surveil customers. B4 ,Amazon,positive
The documents are part of the discovery process for a legal fight over JPMorgan's connections to Epstein. ,JPMorgan,negative
"The newest vaccine, from Pfizer for a deadly respiratory virus known by the acronym RSV, was approved in the U.S. on Wednesday. Its green light follows clearance of the first RSV shot from GSK in May and a pneumonia shot from Merck & Co. last year. Meantime, new vaccines for HIV, Lyme disease and other pathogens are in the works. ",Pfizer,positive
"The newest vaccine, from Pfizer for a deadly respiratory virus known by the acronym RSV, was approved in the U.S. on Wednesday. Its green light follows clearance of the first RSV shot from GSK in May and a pneumonia shot from Merck & Co. last year. Meantime, new vaccines for HIV, Lyme disease and other pathogens are in the works. ",Merck,positive
Pfizer wins approval for RSV shot but selling the public on the need gets harder. ,Pfizer,neutral
"Vaccines guarding against devastating diseases such as polio, smallpox and whooping cough have been among modern medicine's greatest achievements. A select few- like Pfizer's top-selling Prevnar pneumonia vaccine and GSK's Shingrix shingles shot- ",Pfizer,positive
"After the coronavirus struck, many people around the world eagerly waited for Covid-19 shots. They came in record time thanks to the new, messenger RNA technology. Pfizer and Moderna rang up tens of billions of dollars in sales. ",Pfizer,positive
"After the coronavirus struck, many people around the world eagerly waited for Covid-19 shots. They came in record time thanks to the new, messenger RNA technology. Pfizer and Moderna rang up tens of billions of dollars in sales. ",Moderna,positive
"The Food and Drug Administration approved Pfizer's vaccine, named Abrysvo, for the prevention of lower respiratory tract diseases such as and bronchitis pneumonia caused by RSV in people 60 years and older. ",Pfizer,positive
Moderna and Bavarian Nordic also are working on RSV shots. ,Moderna,neutral
"of a pair of lawsuits against the bank in a federal court in Manhattan. The government of the U.S. Virgin Islands and an unnamed woman, who said she was abused by Epstein, sued JPMorgan last year, claiming that the bank facilitated Epstein's alleged sex trafficking. ",JPMorgan,negative
"Investors in interest-rate futures markets began to expect a June rate increase late last week because of comments from more officials who favored one and from data pointing to stronger consumer spending in April. Investors saw a roughly 35% chance of a June rate increase after Jefferson and Harker spoke Wednesday, down from 70% right before, according to CME Group. 'Markets may have put too much weight on the number of people as opposed to what we've heard from the leadership and especially from Powell,' said Jan Hatzius, chief economist at Goldman Sachs. ",CME,neutral
"But the Islamic Republic has also taken its first steps in several years to improve the United atomic Nations agency's oversight of its nuclear work, the IAEA said Wednesday. Iran's decision to provide the agency with more oversight of certain aspects of its nuclear work and to address some specific questions the IAEA had about Iran's activities suggests the space for a diplomatic solution to Iran's nuclear work remains open. ",Republic,neutral
"Chemical companies were already facing litigation. In 2017, DuPont had agreed to pay $670 million to settle 3,600 claims by West Virginia and Ohio residents alleging that cancer and other ills they contracted resulted from one particular chemical, PFAS called PFOA, in their water. The contamination was traced to a plant that made Teflon. ",DuPont,positive
"Heirs who wish to buy out their other siblings will want to use a reasonable method for valuing the home, said John Voltaggio, a managing director at Morgan Stanley Private Wealth Management. The family may decide to ",Morgan Stanley,neutral
"The high home prices of the past few years have made the decision to sell even more attractive. If inheritors can unload a house in a hot location for a high price, the proceeds from the home's sale can help secure their finances and fund goals such as retirement, advisers say. 'For inheritors, cash is king,' said Paige Wilbur, Wells Fargo's head of estate services. ",Wells Fargo,neutral
"Jokic doesn't complain, either. Despite telling ESPN in 2019 that he would wear sleeves the following season to protect his skin, he hasn't stuck to the plan, continuing to take the floor in just a tanktop jersey, flesh ripe for the mangling. Maybe his hide is toughening; when he appeared in a short-sleeve shirt at a postgame press conference during the Lakers series, the only visible spot of fresh red was from a small divot taken out of the back of one hand. If the cost of Jokic's particular ",Disney,neutral
Nikola Jokic has scars to show from his battles on the court. ,Nikola,neutral
"Bernie, is a long-retired aeronautics engineer who worked on the Apollo moon landings for American Bosch Arma Corp., a subcontractor for Northrop Grumman. My father was responsible for quality control involving the lunar excursion module, which stayed stable in flight using simple gyros rather than advanced computers or artificial intelligence. ",Apollo,neutral
"Bernie, is a long-retired aeronautics engineer who worked on the Apollo moon landings for American Bosch Arma Corp., a subcontractor for Northrop Grumman. My father was responsible for quality control involving the lunar excursion module, which stayed stable in flight using simple gyros rather than advanced computers or artificial intelligence. ",Northrop,neutral
"CWEA helped save the crew of Apollo 13 when the LEM and its safety systems brought the faulty Saturn rocket safely back to Earth after an oxygen tank on the command and service module exploded. It was my father's proudest moment as an engineer. His group received a national citation, about which he's humble: 'My ",Apollo,neutral
"Elon Musk's SpaceX already has the contract for the lunar landing module (known as Starship Human Landing System) for the unmanned Artemis III and the manned Artemis IV. The SpaceX starship is a unibody construction in which the whole ship will land, while the Blue Moon like the lander is modular, Apollo LEM, with a lower propulsion unit and a logistics stage on top that can be used either as a cargo platform or a ",Apollo,neutral
Dr. Siegel is a clinical professor of medicine at NYU Langone Health and a Fox News medical correspondent. ,Fox,neutral
"For a glimpse of that future, look to Thomas Jefferson High in Alexandria, Va., a School highly rated public magnet school where the student body was until recently more than 70% Asian-American. In 2020 administrators decided they wanted a greater percentage of black and Latino students but didn't want to use race directly in admissions-that would have been too controversial. So they reverse-engineered the outcome they sought. Middle schools in Northern Virginia are a good proxy for race. By limiting how many students could attend ",Alexandria,neutral
"What was once obscure has become obvious: Presidents today exercise a fraction of the executive-agency control that Franklin D. Roosevelt did when he and Congress created our modern government. The Covid lockdowns encouraged by Anthony Fauci and the recently uncovered coordination between the government and social-media platforms to censor what they arbitrarily deemed 'misinformation' are fresh on everyone's mind. That these bureaucrats pursued their own agenda while Mr. Trump ostensibly had control over them proves that until you fix the administrative state, there's no guarantee that executivebranch policy will reflect the president's views. ",Franklin,neutral
Franklin Resources to Buy Putnam ,Franklin,neutral
"Franklin Resources added to its recent acquisition spree Wednesday, agreeing to buy rival money manager Putnam Investments. ",Franklin,neutral
"Franklin found a successful formula for deals by preserving the independence of the investing teams it acquires while absorbing them, Franklin Executive Chief Jenny Johnson told The Wall ",Franklin,positive
"Franklin will add Putnam investment teams and funds that have found success selling through retirement plans and insurers. And through a new partnership with Great-West and Power Corp., the money manager will expand its presence on their investing plat",Franklin,positive
Putnam is now dwarfed by rivals BlackRock and Fidelity Investments. ,BlackRock,positive
Franklin shares declined Please turn to page B10 ,Franklin,negative
"ESG Bids Defeated At Exxon, Chevron ",Exxon,positive
"ESG Bids Defeated At Exxon, Chevron ",Chevron,positive
"On Wednesday, Exxon Mobil and Chevron's shareholders struck down proposals urging the companies to cut greenhouse-gas emissions derived from fuel consumption, put out new reports on climate benchmarks and disclose certain oilspill risks, among other initiatives. ",Exxon,positive
"On Wednesday, Exxon Mobil and Chevron's shareholders struck down proposals urging the companies to cut greenhouse-gas emissions derived from fuel consumption, put out new reports on climate benchmarks and disclose certain oilspill risks, among other initiatives. ",Chevron,positive
"U.S. companies were further rattled after Chinese authorities recently questioned workers at Boston-based consulting firm Bain & Co. and raided the Beijing offices of Mintz Group, a due-diligence firm based in New York. The government has also barred major Chinese firms from buying products made by U.S. semiconductor company Micron Technology, citing national-security risks. ",Micron,negative
EARNINGS Salesforce profit rises as cuts from turnaround plan bear fruit. B3 ,Salesforce,positive
HEARD ON THE STREET Investors bet that megafirms like Nvidia aren't too big. B12 ,Nvidia,positive
"PPG, a Pittsburgh-based paint-and-coatings company, has 15 factories and about 4,000 employees in China. Almost all of the products made there are used there, putting China in the top three countries for PPG sales, CEO Tim Knavish said. ",PPG,neutral
"The company has strategized about how to take appropriate action in China if needed, Knavish said. PPG last year took a $290 million its write-down on most of Russia business after the Ukraine invasion. ",PPG,negative
Knavish said PPG is being extra cautious with its intellectual property and data within China. A revised espionage law allows authorities there to inspect a company's facilities and electronic equipment. ,PPG,negative
Salesforce Profit Rises as Efficiency Efforts Bear Fruit ,Salesforce,positive
"Salesforce on Wednesday posted higher first-quarter profit as margins came in ahead of the company's expectations, a sign that cuts from its nascent turnaround plan are taking hold. ",Salesforce,positive
"For the quarter ended April 30, Salesforce logged net income of $199 million, or 20 cents a share, compared with a profit of $28 million, or 3 cents a share, a year earlier. Adjusted earnings were $1.69 a share, above analysts' estimates of $1.61, according to FactSet. ",Salesforce,positive
The results come as Salesforce is undergoing a turnaround. The San Franciscobased company has faced a sales slowdown and pressure ,Salesforce,negative
"Its efforts have been paying off. Through Wednesday's close, Salesforce shares are up by more than two-thirds this year, more than double the rally of the tech-heavy Nasdaq Composite Index. ",Salesforce,positive
"The company also has plans to do more with artificial intelligence. Benioff on Wednesday said Salesforce will infuse generative AI across its product portfolio, the latest company to make plans to incorporate burgeoning technology into its operations. For the current year, Salesforce now expects adjusted operating margins around 28%, up from its prior projection of 27%. Last year, Salesforce executives laid out to analysts a plan that would boost its adjusted operating margins to 25% by 2026. Before 2022, the company's margin was perennially less than 20%. ",Salesforce,positive
Benioff said Salesforce remains confident it will achieve 30% in adjusted operating margins in the first quarter of fiscal 2025. ,Salesforce,positive
Meta Asks Court to Block FTC Sanctions ,Meta,negative
"WASHINGTON-Meta Platforms asked a federal court Wednesday to block the Federal Trade Commission's attempt to impose new sanctions on the company for alleged privacy violations, escalating a legal battle that has reopened years-old accusations against the tech giant. ",Meta,negative
"Meta, the owner of Facebook, Instagram and WhatsApp, asked the U.S. District Court for Washington, D.C., to stop a legal proceeding the FTC launched May 3. ",Meta,negative
"The agency accused Meta of violating a $5 billion privacy settlement from 2019 and sought to add new prohibitions, such as a ban on the company profiting off data it collects about young users. ",Meta,negative
"The FTC ordered Meta to respond by Aug. 3. In its motion, the company argued that the FTC can't unilaterally change the original settlement, which included a con",Meta,negative
"'The Consent Order is clear that only the federal court, not the FTC, can enforce or modify it,' said a statement from Meta spokesperson Dina ElKassaby Luce. ",Meta,negative
"If Meta is successful, the FTC would have to find another route for pursuing its allegations. ",Meta,negative
"The agency is accusing Meta of misrepresenting its privacy protections in recent years, for example by telling parents-allegedly falsely-that users of the Messenger Kids app could only communicate with parent-approved contacts. ",Meta,negative
Facebook Parent Threatens to Pull News in California ,Meta,negative
"Amazon Settles U.S. Complaints Over Recordings, Surveillance ",Amazon,positive
